calBP,PrDens,MKDE,PerCap,spdPerCap
3470,7.25255813488797,0.00140091681845241,0.0351667955468464,0.0771933395441249
3440,7.83458253535863,0.00145105907758692,0.0285397330742692,-4.4196832078125E-05
3410,7.83423627928168,0.00149306853426588,0.0223535914513926,0.0026209022565431
3380,7.85479597753518,0.00152681980393667,0.0166481240092553,0.00345647408205929
3350,7.8819928518197,0.00155245125516318,0.0108947362460006,0.00121646604559844
3320,7.89158686270674,0.00156945727194591,0.00566365292831073,-0.00725294277084476
3290,7.834556703069,0.00157837135252126,0.0046948712894288,0.00505149295949403
3260,7.87423303909104,0.00158579902520862,0.0081662080273901,0.019410232498168
3230,8.02856671388402,0.00159880201021767,0.0155244192506094,0.0327936943591567
3200,8.2962177233916,0.00162381614550366,0.0222206714101505,0.0355419383225981
3170,8.59638403064034,0.00166030230269237,0.0219710426431679,0.0215261743753925
3140,8.78343734041532,0.00169718456257861,0.0172616415900997,0.00832869003956605
3110,8.85689735571272,0.00172673506555984,0.0114030163956205,-0.000748546126278615
3080,8.85027004024137,0.00174653774438292,0.00854756183821692,-0.00142616991752709
3050,8.83765704762117,0.0017615303676621,0.0153153255004472,0.00503466666195473
3020,8.88226390102346,0.00178871642891738,0.0294559643037662,0.022489649276312
2990,9.08428609012702,0.00184218846518069,0.0414227105945457,0.0652940866778811
2960,9.69722928781184,0.00192009940610004,0.0461056895388676,0.0739792172189882
2930,10.4418254791457,0.00201069945328938,0.0321348692535111,0.0584408586531726
2900,11.0702383775944,0.00207636240199245,0.0042037746584791,-0.00415515971277225
2870,11.0243352026332,0.00208510933382385,-0.0198991938908515,-0.0486892453592085
2840,10.50042649673,0.00204402744278202,-0.0350025960797389,-0.0558782982406658
2810,9.92977259345959,0.00197371884579126,-0.023692976136882,-0.0808916905702954
2780,9.15816550513603,0.00192750520348209,0.0194399363106959,-0.00781272220477547
2750,9.08689407660067,0.00196534236631119,0.0642352288934749,0.0984824500000903
2720,10.0273425233303,0.0020957294758374,0.0876449040955434,0.164798744739186
2690,11.8237989297707,0.00228769919773438,0.0813637494993227,0.119998501231356
2660,13.3312760865105,0.00248161695289039,0.0472054540503093,0.0456727477077816
2630,13.9542707412097,0.00260157179498789,0.015760297632669,-0.025046174192239
2600,13.6091101648519,0.00264289814315622,-0.00137309382103989,-0.0377773971966371
2570,13.1045832620328,0.00263927168634869,-0.00591115454716373,0.00952232880022796
2540,13.2299654303451,0.00262371656318078,0.00148252555236184,0.011389429355686
2510,13.3815085436175,0.00262760917476303,0.00686657687078984,0.0292235873602893
2480,13.7783343230066,0.00264571394290261,0.00459423986318353,0.0104105130128058
2450,13.9225230890357,0.00265789695176926,-0.00213268602882266,-0.0194900307510482
2420,13.653799903877,0.00265223453230184,-0.00997687195592256,-0.0247780052564659
2390,13.3196429456396,0.00262590508911555,-0.00653706659903186,-0.048234295915798
2360,12.6924275909516,0.00260879535732289,0.0113295904422577,0.00958504668346416
2330,12.8146700157134,0.00263852000636581,0.0272301439860296,0.0711726806685853
2300,13.7599650193876,0.00271135443160434,0.0345033436173727,0.0744970722171425
2270,14.824190838591,0.00280653785577318,0.0233772870802831,0.0282729377393691
2240,15.24929542372,0.00287291999093262,0.0162690591157952,-0.0371895729307932
2210,14.6925964981202,0.00292004197188878,0.0222384470595065,-0.00676350453287222
2180,14.5935583551114,0.00298570660424405,0.0341124738683529,0.0506572726813053
2150,15.3518731434947,0.00308931354046203,0.0413853105405533,0.0682118858174605
2120,16.43559453343,0.00321984821929295,0.0337806346993297,0.0464200472370346
2090,17.2165206981428,0.00333047473295131,0.0234012505276766,0.0218095162557082
2060,17.5961291780625,0.0034093310765122,0.0171780870382703,0.00824277271187501
2030,17.7417694868616,0.00346840277931406,0.018177114679709,0.00577539661820392
2000,17.844531702997,0.00353202481515307,0.0291061112063824,0.00450186525573315
1970,17.9250464776275,0.00363633904886719,0.0454739268941875,0.0477999960279858
1940,18.8026717745212,0.00380551506181848,0.0579413038604164,0.0669238670503036
1910,20.1040812648237,0.00403252467683245,0.0651718030669919,0.0883495665812948
1880,21.961093468211,0.00430408449133329,0.0632436551198765,0.0694017160721114
1850,23.5393649764832,0.00458508254433401,0.0554475681726094,0.0598455934377218
1820,24.9910989269003,0.00484649458110588,0.0502253720028749,0.0346602434455026
1790,25.8724827542043,0.00509612806703606,0.0502751715806573,0.0296372035035946
1760,26.6507466070933,0.00535888655072114,0.0573249201577442,0.049846470099653
1730,28.0128584633418,0.00567506002603569,0.0661598325343737,0.111818111616913
1700,31.3270439110796,0.00606321976367063,0.0674409508075451,0.0573381304852911
1670,33.1757729028547,0.00648623295564047,0.064735369738135,0.062946400740028
1640,35.3311947771369,0.00692001054634419,0.0605389105038894,0.0411171342151451
1610,36.8141916188957,0.00735188103911135,0.0563873997947511,0.0675842473001755
1580,39.3882543908439,0.00777834510376173,0.047558640298802,0.0774502780005726
1550,42.5601316348519,0.0081572103712989,0.0354452616440915,0.0348483340239079
1520,44.0694267906483,0.00845153013387718,0.0223636925590247,0.0164316918681817
1490,44.7995441365104,0.008642666850721,0.00969906780032215,0.00862436242009812
1460,45.1875825280835,0.00872690049606641,0.000679116701228999,-0.00709640556186297
1430,44.8680482295412,0.00873282909281988,-0.000789693647585743,-0.0177403807299643
1400,44.0790908650379,0.00872593555540949,0.00795989826588972,-0.0173612358892772
1370,43.3204280882347,0.00879567028719166,0.0302354170736665,-0.0104880635491735
1340,42.8684549898167,0.00906567228944251,0.0645436938075088,0.0634945769983335
1310,45.6786411400337,0.00967010046218064,0.0897934490092665,0.142312400069374
1280,52.6645849653003,0.0105785900026439,0.0929457685008455,0.151925634482262
1250,61.3054565032692,0.011608968152173,0.0825206042150875,0.0807208983290471
1220,66.459301342074,0.012607583779948,0.0629967636544571,0.051445888451048
1190,69.9678351691716,0.0134273716478172,0.0457468567535519,0.0316314379581852
1160,72.2163934935672,0.0140558986526218,0.0280998086953002,0.0438306773638031
1130,75.4520801076755,0.0144564683242596,0.00876452128730776,0.0340557531467764
1100,78.0659129239911,0.0145837292244139,-0.0158287811294091,-0.0464942211919661
1070,74.5193844977567,0.0143547039438328,-0.0411922994196665,-0.0435438647606032
1040,71.3441550660533,0.0137754137382824,-0.0672030045647345,-0.0573816353466627
1010,67.3655517772838,0.0128800858428325,-0.0966055675586057,-0.0838522852344354
980,61.9471437201419,0.0116940108538859,-0.133001330560147,-0.131630929490941
950,54.3068609326476,0.0102376846674539,-0.168216311144468,-0.250890024112502
920,42.2565996862631,0.0086525941369399,-0.176923406651359,-0.252842360052554
890,32.8160651665306,0.00724952369564197,-0.158583554491217,-0.169167364512613
860,27.7088213457559,0.00618639307588618,-0.125113266153106,-0.0455386062710783
830,26.4752998277017,0.00545885438918557,-0.0952437989745363,-0.0319609544176256
800,25.6425033525798,0.0049629243313608,-0.0989097441343319,-0.0745101934320096
770,23.8013206470668,0.00449553825398938,-0.121305213052039,-0.146663204887839
740,20.5544582446124,0.0039819840206976,-0.145308919268651,-0.173013759054212
710,17.288890101884,0.00344344103910412,-0.159994347005457,-0.220183768743959
680,13.8721098082223,0.00293432348181162,-0.142633131131396,-0.17050313504315
650,11.6975240620526,0.00254427005959484,-0.0916381263470179,-0.0842708726451797
620,10.7521563820462,0.00232148175428891,-0.0267242917564019,-0.0235220270165084
590,10.5021951909776,0.00226026344989744,0.0447356630673808,0.0635474368442504
560,11.1912445722191,0.0023636736504967,0.112546189386225,0.0543179558518028
530,11.8159426758387,0.00264524378603179,0.157512752363727,0.229431699561379
500,14.8630964643092,0.0030965109636818,0.154344599247468,0.240347654115413
470,18.9012687131495,0.00361329674477107,0.123012800006987,0.149217543187932
440,21.9429650805235,0.00408627330091397,0.0754172545955312,0.0745136393129307
410,23.640473690193,0.00440636742077008,0.0289740299678263,0.0186894162567155
380,24.0864549264966,0.00453590519610112,-0.0083990193741128,0.00305380935369648
350,24.1601227944099,0.004497967582875,-0.0395469295068756,-0.0418918733228164
320,23.1689166850218,0.00432355818422686,-0.0690826513945284,-0.0866077086870964
290,21.2467485360268,0.00403495869746382,-0.0940831485827776,-0.150785227419783
260,18.2728919274317,0.00367264796048567,,
