calBP,PrDens,MKDE,MKDE2,PerCap,spdPerCap
1700,43.3023019827664,0.00599662032141112,0.599662032141112,0.019048741541968,0.0343386654268483
1670,44.815069812284,0.00611194328358849,0.611194328358849,0.0132995273418102,0.037469360858831
1640,46.5261175870494,0.00619377217706637,0.619377217706637,0.0113052889819727,-0.006271234808783
1610,46.2352543679565,0.00626419186887535,0.626419186887535,0.0119878957931565,-0.0217014875095027
1580,45.2426895929286,0.00633973826466133,0.633973826466133,0.0124712879133746,-0.0102783093098218
1550,44.7800528698318,0.00641929804111616,0.641929804111616,0.0136030893672654,0.0338543156615452
1520,46.3220045054257,0.00650721695472904,0.650721695472904,0.0158233963127605,0.0478920883597591
1490,48.594443633832,0.00661100217939888,0.661100217939888,0.0113851326114993,0.0419336738537637
1460,50.6755157405537,0.00668669940974692,0.668669940974692,-0.00721001088631645,-0.00395440521305934
1430,50.4755199098291,0.00663866161880744,0.663866161880744,-0.00952823669355141,-0.0327344668318053
1400,48.8499813963885,0.00657570727779317,0.657570727779317,-0.010721336488678,-0.0561594816507114
1370,46.1822033964325,0.00650558348949103,0.650558348949103,-0.0108765790796337,-0.0637611314431621
1340,43.3294864910528,0.00643520841004627,0.643520841004627,0.0196319316692888,-0.012432089989991
1310,42.7941450175036,0.00656279224269571,0.656279224269571,0.0389394211628762,0.0916204151813194
1280,46.9001892091731,0.00682338429907671,0.682338429907671,0.0396569147199317,0.107277046206268
1250,52.2112900487394,0.00709941577201066,0.709941577201066,0.0415712452585737,0.0810042270276337
1220,56.6166427206662,0.0074007677163963,0.74007677163963,0.035057344547595,0.0176746032441013
1190,57.6262150310946,0.00766482043040569,0.766482043040569,0.0159746077259157,0.00149624197066878
1160,57.712502329876,0.00778824614403037,0.778824614403037,0.0123229763809158,0.00373368756898795
1130,57.9283855518595,0.00788481429882467,0.788481429882467,-0.00463622520592821,0.00528743490448402
1100,58.2354892996507,0.00784834313362387,0.784834313362387,-0.00892639163522713,-0.025179490109438
1070,56.7874562442263,0.00777859750065591,0.77785975006559,-0.00497064258809576,-0.0247703606909191
1040,55.3980890721926,0.00774002880764818,0.774002880764818,-0.00265386206258267,-0.0277026730907459
1010,53.884476280062,0.0077195150711855,0.77195150711855,0.0133849683530869,-0.00615930327031711
980,53.5536054619672,0.00782353513575855,0.782353513575855,0.0351558302167296,0.0351747111996534
950,55.4708598276116,0.00810346984615686,0.810346984615686,0.0368122961999511,0.0834399092630038
920,60.2979281423718,0.00840733586692303,0.840733586692303,0.0438599676516356,0.0847089802109338
890,65.6282815471194,0.00878428746202344,0.878428746202344,0.0385350005595297,0.06313077304545
860,69.905022355259,0.0091293966714135,0.91293966714135,0.00474080801847876,0.0165067306581035
830,71.0685019350886,0.0091727801434588,0.91727801434588,-0.00312008049718582,-0.0263609890297891
800,69.2195431948951,0.00914420493268858,0.914420493268858,-0.0277180967385071,-0.0464612811298348
770,66.0770812130884,0.00889422545798155,0.889422545798155,-0.0414263568468405,-0.084997322416287
740,60.6927733213782,0.00853329767730085,0.853329767730086,-0.027584400424371,-0.0829694776762846
710,55.8603685165323,0.00830112862059271,0.830112862059271,-0.00923270815459532,-0.030112441694595
680,54.2033500700449,0.00822483944246869,0.822483944246869,0.00281162781387678,0.0540234656567651
650,57.2121438889337,0.00824799717000955,0.824799717000955,0.0356893127980324,0.0779065818379596
620,61.8475671534904,0.00854767842125735,0.854767842125735,0.0390565131107765,0.051306953794251
590,65.103591537193,0.00888812600761362,0.888812600761362,0.055270578016124,0.0200222948696176
560,66.420252141153,0.00939320736699279,0.939320736699279,0.0565518476444131,0.0101411495301686
530,67.09725685086,0.00993971805096003,0.993971805096003,0.079037475491119,0.109298932107289
500,74.8467053908022,0.0107572089590444,1.07572089590444,0.0833614955760531,0.126607710797049
470,84.9488919551954,0.0116923832582301,1.16923832582301,0.0671965941223158,0.114834942960924
440,95.2861764834955,0.0125050707288743,1.25050707288743,0.0534577107570833,0.0610289808913462
410,101.282508736205,0.0131917539168922,1.31917539168922,0.0398587079296915,0.0129598371440141
380,102.603655990274,0.013728179787215,1.3728179787215,0.0125382214686978,-0.00217433721106541
350,102.380803409192,0.0139013903528118,1.39013903528118,0.00913445196392004,-0.00545822355779624
320,101.823508400118,0.0140289536586963,1.40289536586963,-0.00290008737247138,0.00859699619426468
290,102.702658323892,0.0139883274056574,1.39883274056574,-0.00808016122373534,-0.0271624125158985
260,99.9505524749899,0.0138757548795279,1.38757548795279,-0.0714816382062518,-0.0955688269961588
230,90.8406398984057,0.012918513346559,1.2918513346559,,
