calBP,PrDens,lo,hi,logFit3
3424,0.138753165799727,0.070884130656555,0.119810133326024,0.228292095822287
3423,0.138139650462723,0.0719624995725131,0.12138972972344,0.228292282625346
3422,0.137522344015139,0.0730888428283649,0.122970040905599,0.228292470521514
3421,0.136892547993976,0.0741621600592693,0.12454694591158,0.228292659517187
3420,0.136255368149305,0.075225281382661,0.126121357429668,0.228292849618797
3419,0.135610977542641,0.0762938603616989,0.127693985301359,0.228293040832817
3418,0.134956848757572,0.0773746800477509,0.129264797115432,0.228293233165756
3417,0.13429709121974,0.0784619774798547,0.130924897058391,0.22829342662416
3416,0.133632014503709,0.0795546775009628,0.132618319871058,0.228293621214615
3415,0.132963019662237,0.0806609655760025,0.134308452468409,0.228293816943744
3414,0.132289875702429,0.0817727257958057,0.135993935415891,0.228294013818212
3413,0.131613549115559,0.0828972604781577,0.13767829327178,0.228294211844719
3412,0.130935501220694,0.0840357119948375,0.139356255683234,0.228294411030006
3411,0.130256543610327,0.085188314101648,0.141063274946797,0.228294611380854
3410,0.129578859953398,0.0863566499450445,0.142820982781122,0.228294812904082
3409,0.128901822757575,0.0875392525887362,0.144582238700864,0.228295015606551
3408,0.128225900757617,0.0887344749702612,0.146343482559698,0.228295219495161
3407,0.127553630171761,0.0899402895066585,0.148100540251655,0.228295424576851
3406,0.126891549185945,0.0911542749477056,0.149847151046687,0.228295630858604
3405,0.126248457960708,0.0923819178082352,0.151582557630506,0.228295838347441
3404,0.125627652512113,0.0936144530682216,0.15330246581281,0.228296047050424
3403,0.125028058851636,0.0948539107812152,0.155010961851194,0.228296256974659
3402,0.124438635025626,0.0961074077886305,0.156735168795778,0.228296468127291
3401,0.123851137089426,0.0973797062502825,0.158471699241651,0.228296680515508
3400,0.12325818911884,0.0986753551182885,0.160229360739148,0.228296894146539
3399,0.122655999259423,0.0999981213329373,0.162015465245652,0.228297109027656
3398,0.122051604182155,0.101344428622565,0.163678945518468,0.228297325166174
3397,0.121447954184251,0.10271436697254,0.165335135780523,0.228297542569451
3396,0.120852852864609,0.104098020339308,0.166989383591522,0.228297761244886
3395,0.120263812065082,0.10548618963555,0.168638267632337,0.228297981199923
3394,0.119685754718671,0.106886606699917,0.170277044883989,0.22829820244205
3393,0.119122331861539,0.108284235987955,0.171896237746819,0.228298424978797
3392,0.118578606215273,0.109674120404328,0.173494022660159,0.228298648817741
3391,0.118051342544862,0.111062081230681,0.175075266983465,0.228298873966499
3390,0.117537860323601,0.112450142819052,0.176644625653086,0.228299100432736
3389,0.117040665059643,0.113833633551081,0.178201373007451,0.228299328224161
3388,0.116548287392146,0.115214385725141,0.179752620237624,0.228299557348527
3387,0.116051092128188,0.11659787645717,0.181309367591988,0.228299787813635
3386,0.11555389686423,0.117981367189199,0.182866114946353,0.228300019627328
3385,0.115056701600271,0.119364857921228,0.184422862300718,0.228300252797498
3384,0.114559125624277,0.120740586342797,0.18597543156226,0.228300487332082
3383,0.114064447420217,0.122102760836691,0.187518695238274,0.228300723239063
3382,0.113587913357072,0.123390697081408,0.189039197959621,0.228300960526471
3381,0.113127901569937,0.124665757443551,0.190537338200194,0.228301199202384
3380,0.112688095909964,0.125923440334396,0.19201120085697,0.228301439274925
3379,0.112270174931123,0.1271585666168,0.193454979160063,0.228301680752266
3378,0.111875285908183,0.128373818153623,0.194871742563489,0.228301923642628
3377,0.111500010275818,0.129563227979865,0.196261292604782,0.228302167954277
3376,0.111152319787389,0.130720464032393,0.197614306931665,0.228302413695531
3375,0.110829464239031,0.131853467131785,0.19893608598786,0.228302660874753
3374,0.110527811239636,0.132954946600788,0.200226086148537,0.228302909500358
3373,0.110250539117102,0.134025183779423,0.201481781907891,0.228303159580808
3372,0.109994286957761,0.134841245877531,0.202703136930871,0.228303411124616
3371,0.109761965936762,0.135565623325928,0.203888855298536,0.228303664140344
3370,0.109549183857964,0.136254025556657,0.205037325018295,0.228303918636605
3369,0.109358936878539,0.13690857359765,0.206148303925227,0.228304174622061
3368,0.10918181647514,0.137534576088643,0.207229788224161,0.228304432105425
3367,0.109020054392916,0.138133479811089,0.208281942951499,0.228304691095463
3366,0.108870053221678,0.138679104291325,0.2093027342058,0.228304951600989
3365,0.108730696072677,0.139111366939175,0.210289557258257,0.228305213630871
3364,0.10859847024578,0.139528324395346,0.21125271888589,0.228305477194028
3363,0.108466944176393,0.140032926139308,0.21219793549572,0.228305742299431
3362,0.108334586323721,0.140655249858653,0.213122747246119,0.228306008956104
3361,0.108199193896908,0.141265930741165,0.214034879773238,0.228306277173123
3360,0.108061051224605,0.141853575735277,0.214932628375532,0.228306546959619
3359,0.107915676939278,0.142424943382546,0.215821294007335,0.228306818324774
3358,0.107761631968921,0.1429905199817,0.216701920985634,0.228307091277825
3357,0.107595429476452,0.143560967099891,0.217589260472088,0.228307365828062
3356,0.107417270173931,0.144109410755388,0.218491673681346,0.228307641984832
3355,0.107227140396942,0.144540349367492,0.219406482026488,0.228307919757533
3354,0.107024840032707,0.144983395159635,0.220333441651036,0.228308199155621
3353,0.1068048455657,0.145453188852465,0.221288654068712,0.228308480188606
3352,0.106573442863172,0.146024603696967,0.22226934506848,0.228308762866053
3351,0.106330479501058,0.146630534685171,0.223274614123472,0.228309047197585
3350,0.106068519655001,0.1472615696636,0.224314459016779,0.228309333192878
3349,0.105795223493383,0.147908526188299,0.225384510010462,0.228309620861669
3348,0.105516144822323,0.148559964282531,0.226474303441705,0.228309910213747
3347,0.105225352783343,0.149226512900064,0.227595334403429,0.228310201258964
3346,0.104930418373555,0.149898339729679,0.228740299769582,0.228310494007223
3345,0.10463085131017,0.150520953669588,0.229903229343135,0.228310788468491
3344,0.104333881460694,0.151135942973288,0.231075486758457,0.22831108465279
3343,0.104032469432722,0.151756897403962,0.2322641551093,0.228311382570201
3342,0.103732237207789,0.152377158255118,0.233456373425924,0.228311682230865
3341,0.103433250750486,0.152996791155563,0.234651916959224,0.228311983644981
3340,0.10313607750415,0.153617195697031,0.235851406735671,0.228312286822808
3339,0.102846357333819,0.154228176650379,0.237044240520147,0.228312591774666
3338,0.102558110476021,0.154838772665,0.238239812086769,0.228312898510934
3337,0.102278070680441,0.155441305391635,0.239429093332561,0.228313207042054
3336,0.10200621995112,0.156035845278972,0.240611830967173,0.228313517378525
3335,0.101742742051362,0.156622385204505,0.241787856195591,0.228313829530912
3334,0.101485787509286,0.157200965634843,0.242954922206647,0.228314143509839
3333,0.1012455801445,0.157763482891779,0.244107605395521,0.228314459325993
3332,0.101013795163731,0.158318009036129,0.245252690909019,0.228314776990123
3331,0.100796829407943,0.158856343456655,0.246380807359051,0.228315096513041
3330,0.100591547707236,0.159388060274578,0.247502322796224,0.228315417905623
3329,0.10040390788319,0.159904073776341,0.24860657547733,0.228315741178808
3328,0.100227955895011,0.160413119924629,0.249702037607789,0.228316066343599
3327,0.10007095254675,0.160907552079822,0.250779105508062,0.228316393411064
3326,0.0999358435243467,0.161388136908768,0.251835928907168,0.228316722392335
3325,0.0998197658521833,0.161853998294394,0.252872144170225,0.228317053298609
3324,0.0997228928488707,0.162305385041564,0.253887225572082,0.228317386141148
3323,0.0996399481768923,0.162751557355818,0.254890348790054,0.228317720931283
3322,0.0995722326227995,0.163181804957738,0.255872989418594,0.228318057680407
3321,0.0995214415307708,0.163598064983276,0.256833990968618,0.228318396399982
3320,0.0994844957102573,0.163998608937311,0.25777397164283,0.228318737101537
3319,0.0994604356575972,0.164381701311086,0.258693918028338,0.228319079796669
3318,0.0994498073870991,0.164749634460186,0.259592524664631,0.22831942449704
3317,0.0994439277314236,0.165108707049034,0.260481393517388,0.228319771214384
3316,0.0994523242579182,0.165452783688924,0.261349097881341,0.2283201199605
3315,0.0994696426055612,0.165779241072201,0.262197213606917,0.22832047074726
3314,0.0994965182299151,0.166099707053508,0.263033863657379,0.228320823586601
3313,0.0995319951267601,0.166402780885403,0.263850771003511,0.228321178490534
3312,0.0995794122105566,0.166689542784999,0.264404959535633,0.228321535471137
3311,0.0996361187569451,0.166970732157464,0.264904776936505,0.228321894540561
3310,0.0997018221509601,0.167233989480166,0.265406823367499,0.228322255711027
3309,0.0997768239565818,0.167414368344463,0.26589889695041,0.228322618994827
3308,0.0998610784453281,0.16754487881066,0.266381124451218,0.228322984404326
3307,0.0999637541672917,0.167653965591367,0.266843759728472,0.22832335195196
3306,0.100077142501649,0.167754703044173,0.267296840589455,0.228323721650239
3305,0.100203050624169,0.167826226477651,0.267732918588362,0.228324093511746
3304,0.100339754097702,0.167883856517193,0.268152822447834,0.228324467549137
3303,0.100485537018397,0.167955711437678,0.268563286391444,0.228324843775143
3302,0.100641611747105,0.168191725812286,0.26895722592752,0.228325222202567
3301,0.100809251182804,0.168418004208683,0.269334213635835,0.228325602844291
3300,0.100977730781923,0.168638831103007,0.269703826469943,0.228325985713269
3299,0.101151059391092,0.168841710488596,0.270058307302684,0.228326370822531
3298,0.101335089536371,0.169030621810508,0.270395901682662,0.228326758185186
3297,0.101523019548458,0.169206433628596,0.270941008386796,0.228327147814416
3296,0.101714524953391,0.169369581694593,0.271479389301521,0.228327539723482
3295,0.101917155551022,0.169519163308359,0.271982051009459,0.228327933925724
3294,0.102122304582516,0.169657284516662,0.272461982657723,0.228328330434556
3293,0.102337861705782,0.17003354391595,0.272917571844792,0.228328729263475
3292,0.102562844753074,0.170414139168272,0.273336997451904,0.228329130426053
3291,0.102804688060399,0.170787072374263,0.273718814638364,0.228329533935945
3290,0.103061175854727,0.171156966046889,0.274074978801414,0.228329939806883
3289,0.103331453893482,0.171519318599073,0.274385792816564,0.22833034805268
3288,0.103617169756491,0.171870265627414,0.274621937794626,0.228330758687232
3287,0.103917312137149,0.172214658394915,0.274820969580726,0.228331171724512
3286,0.104239113131342,0.172560710758335,0.275073522272596,0.228331587178579
3285,0.104582601902362,0.172904778481136,0.275387296174046,0.228332005063572
3284,0.104947436449467,0.173251391689775,0.275675976211343,0.228332425393713
3283,0.105334461271347,0.17360036589293,0.275938266224598,0.228332848183307
3282,0.105744071001938,0.173952003322634,0.27617280517287,0.228333273446744
3281,0.106168401745329,0.17425628756136,0.276383826210424,0.228333701198496
3280,0.106615294920978,0.17450878549961,0.276567726370031,0.228334131453121
3279,0.10707680780572,0.174768988572482,0.276737337765191,0.228334564225263
3278,0.107544705938255,0.175031530124657,0.276888811762108,0.228334999529649
3277,0.108019891809306,0.175293071189652,0.277028052515669,0.228335437381095
3276,0.108502047342476,0.175551287714773,0.27715680508991,0.228335877794502
3275,0.108975894634338,0.175803803115631,0.277282179170875,0.228336320784858
3274,0.109441508412781,0.176048893642141,0.277403010565626,0.22833676636724
3273,0.109898733379549,0.176288538355808,0.277520877138543,0.228337214556811
3272,0.110347466093595,0.176522704936983,0.277635895448903,0.228337665368826
3271,0.110779968202922,0.176746269779613,0.277752051634682,0.228338118818627
3270,0.111203708392532,0.176965974173416,0.277867011129207,0.228338574921644
3269,0.111611045217207,0.177174896383257,0.277983450953997,0.228339033693402
3268,0.112001184092721,0.177372864567152,0.278095177252174,0.228339495149512
3267,0.112382262726809,0.177566609795191,0.278206281274368,0.22833995930568
3266,0.112746834767557,0.17774925733754,0.278318978484537,0.2283404261777
3265,0.113101823413581,0.177926558499982,0.278423633297084,0.228340895781463
3264,0.113448070542431,0.17809843823665,0.278526219109435,0.228341368132949
3263,0.113792917372276,0.178270258985161,0.278615893724055,0.228341843248234
3262,0.114135620795818,0.178443051262893,0.278706871272396,0.228342321143487
3261,0.11447598192926,0.178616902913269,0.278787455843326,0.22834280183497
3260,0.114813771176231,0.178791903621373,0.278857749520902,0.228343285339044
3259,0.115156484829114,0.178973677560719,0.278914584418551,0.228343771672161
3258,0.115503853989073,0.179162131331071,0.278958444410553,0.228344260850874
3257,0.115855439263716,0.179357151249293,0.278989585837813,0.228344752891829
3256,0.116209355576871,0.179557845082041,0.279010699555637,0.228345247811771
3255,0.116564370737991,0.1797646885482,0.279016224812598,0.228345745627543
3254,0.116920352909042,0.179964163873386,0.279012777551296,0.228346246356086
3253,0.11727879736724,0.180122489099161,0.278998717954472,0.22834675001444
3252,0.117639338228536,0.180280654517243,0.278974491556726,0.228347256619745
3251,0.118009114670948,0.180441593752325,0.278936645064413,0.228347766189242
3250,0.118379948524774,0.180602227242354,0.278889538152763,0.228348278740272
3249,0.118751371949803,0.180762455371468,0.278833705881888,0.228348794290276
3248,0.119122972583417,0.180922102707486,0.278874028622022,0.2283493128568
3247,0.119504088148425,0.181085465439017,0.278996930512084,0.22834983445749
3246,0.119891878333521,0.181251553648454,0.279102105657958,0.228350359110097
3245,0.120290176749819,0.181422801721965,0.279195359682247,0.228350886832474
3244,0.120696033847754,0.181598191311112,0.279269780661711,0.228351417642581
3243,0.121118521072276,0.181783714202858,0.279328987535544,0.22835195155848
3242,0.121554842940358,0.181979337515093,0.279374641598501,0.228352488598341
3241,0.121999602941239,0.182181924774891,0.279408607841592,0.22835302878044
3240,0.122458439067718,0.182396767066197,0.279428260578924,0.228353572123158
3239,0.122926058791136,0.182624061615759,0.27943683055908,0.228354118644985
3238,0.123404948779081,0.182861449404273,0.279440032840085,0.22835466836452
3237,0.123896989063465,0.183113547989465,0.279435968935727,0.228355221300468
3236,0.124398642192718,0.183375377676717,0.27942682089983,0.228355777471646
3235,0.124902218596831,0.183641214267286,0.279418670615452,0.22835633689698
3234,0.125419699299628,0.18391786991963,0.279411535184242,0.228356899595507
3233,0.125948314149164,0.184191008141255,0.279405508111887,0.228357465586375
3232,0.126485687749297,0.18447096502398,0.279402403425784,0.228358034888844
3231,0.127030016357481,0.184794052340236,0.279404014666337,0.228358607522287
3230,0.127582944836717,0.185249696051545,0.279408801283021,0.228359183506189
3229,0.128144367391214,0.185708804351188,0.279425044127525,0.228359762860151
3228,0.128713847585648,0.186171870628676,0.279444654436229,0.228360345603888
3227,0.129295433884352,0.186639425045912,0.279474004746555,0.228360931757228
3226,0.129882280343154,0.187105759863529,0.279515874363268,0.228361521340118
3225,0.130476363382222,0.187574915399,0.279561110442426,0.228362114372621
3224,0.131081110425256,0.188046575732685,0.279616039426283,0.228362710874915
3223,0.131695423043493,0.18852230378139,0.27967114866946,0.2283633108673
3222,0.132319158481456,0.188999215275085,0.279735750620742,0.228363914370191
3221,0.132953846959339,0.189480725257016,0.279800684237482,0.228364521404124
3220,0.13359683779405,0.189961960561859,0.279874862208239,0.228365131989756
3219,0.134249177667744,0.190446089968027,0.279949330070829,0.228365746147863
3218,0.134910351260402,0.190806127254027,0.280029224043608,0.228366363899342
3217,0.135575572965065,0.19102282612996,0.280111722284561,0.228366985265216
3216,0.136250252111191,0.191234895954218,0.280199816085406,0.228367610266626
3215,0.136932100932027,0.19144184962063,0.280301398721408,0.228368238924841
3214,0.137617832378171,0.191642485814231,0.280406051300508,0.228368871261251
3213,0.138309078688904,0.191839627299143,0.280522895165651,0.228369507297373
3212,0.13900720851777,0.192032545884283,0.280657269855842,0.228370147054848
3211,0.139707547758901,0.192223884484874,0.280801674435519,0.228370790555447
3210,0.140411540833245,0.192415278984497,0.280955879577305,0.228371437821065
3209,0.141116724794993,0.192608629678631,0.281118210899405,0.228372088873725
3208,0.141824291053055,0.192805436179463,0.281293155038623,0.228372743735582
3207,0.142533328638486,0.193177014626636,0.28147631773412,0.228373402428918
3206,0.143242536159037,0.193576848169534,0.28166746926471,0.228374064976144
3205,0.143952426636822,0.193856553210271,0.28186252962258,0.228374731399806
3204,0.14466108302465,0.193944748845216,0.282068598654491,0.228375401722578
3203,0.145368715790387,0.194030114908314,0.282278191486196,0.228376075967269
3202,0.146075337686009,0.194108129386517,0.282491441962003,0.22837675415682
3201,0.146779879572984,0.194182992705489,0.282703922941712,0.228377436314308
3200,0.147480820599941,0.194248265276452,0.282919268464853,0.228378122462942
3199,0.148179310263341,0.19426583096194,0.283133876497643,0.22837881262607
3198,0.148872637546427,0.19427283619675,0.283346750349899,0.228379506827173
3197,0.149560424404831,0.194267688610014,0.283558484455286,0.228380205089873
3196,0.150241209457562,0.194252222994307,0.283763486432005,0.228380907437927
3195,0.150917447139599,0.194231634268107,0.283891389717301,0.228381613895232
3194,0.151586271479411,0.194206100535139,0.283785533869831,0.228382324485826
3193,0.152249952779456,0.194176029586799,0.283688803823479,0.228383039233886
3192,0.152909413362953,0.194166720282622,0.283584964159177,0.228383758163731
3191,0.153567628178819,0.194288600825521,0.283473905022797,0.228384481299821
3190,0.154227379190418,0.19413488484315,0.283355082305545,0.228385208666761
3189,0.15488875064394,0.193980342275935,0.283229173075291,0.228385940289299
3188,0.155554181686166,0.193825281132982,0.283096286092641,0.228386676192327
3187,0.156223321722988,0.19367048473541,0.282956878574151,0.228387416400883
3186,0.156897785325403,0.19351613812486,0.282811590811683,0.228388160940152
3185,0.157574358823179,0.193362513686827,0.282843033613367,0.228388909835466
3184,0.158254350233626,0.193210095762153,0.283025022871592,0.228389663112304
3183,0.158933395614231,0.193058876372702,0.283196698094482,0.228390420796296
3182,0.159612738069229,0.192909398253732,0.283361994737926,0.228391182913219
3181,0.160291821024905,0.192762078527768,0.283520337663143,0.228391949489003
3180,0.160969726870933,0.192618817588748,0.283666931770041,0.22839272054973
3179,0.161643165859816,0.192480585379957,0.283800793236087,0.228393496121633
3178,0.162311204761401,0.192347605324433,0.283923938815042,0.228394276231098
3177,0.162974480213281,0.192221150036274,0.284034702524321,0.228395060904666
3176,0.163627652118225,0.192105544007213,0.284130279850157,0.228395850169035
3175,0.164272754413759,0.191998208315983,0.284216812283539,0.228396644051056
3174,0.164909890320333,0.191899276083837,0.284295016850086,0.228397442577738
3173,0.165538507608255,0.191808311556862,0.284367551085422,0.228398245776249
3172,0.166162219250917,0.19171998308853,0.28444079627651,0.228399053673915
3171,0.16677901404627,0.19163628273944,0.284515017226759,0.228399866298221
3170,0.167390455081346,0.191553466358626,0.284595026091891,0.228400683676815
3169,0.167996552362455,0.191472288533355,0.28467476086031,0.228401505837504
3168,0.168592620730207,0.19138234849664,0.284753704071843,0.228402332808259
3167,0.16918113363575,0.191285778515756,0.284830090787437,0.228403164617214
3166,0.169757804030813,0.19119269052248,0.284904623475693,0.228404001292669
3165,0.170326175852465,0.19109808212084,0.284984574420076,0.228404842863086
3164,0.170882991505024,0.191154893708714,0.285058065977299,0.228405689357096
3163,0.171432737145306,0.191385086980837,0.285128534725787,0.228406540803498
3162,0.171975029633557,0.191615738039039,0.285192626649393,0.228407397231258
3161,0.172514506580931,0.191855787415558,0.285254050438966,0.228408258669511
3160,0.173053983528305,0.192095836792077,0.285315474228539,0.228409125147563
3159,0.173589300514713,0.192341254031656,0.28537349188594,0.228409996694891
3158,0.174122663804002,0.192585536680739,0.28535408943495,0.228410873341145
3157,0.174651303670954,0.19284969938791,0.28529286735167,0.228411755116148
3156,0.175178691714441,0.193124967727435,0.285222628490341,0.228412642049897
3155,0.175707882211792,0.193415148071238,0.285138507117244,0.228413534172564
3154,0.176237494111639,0.193523323119829,0.285040324448393,0.228414431514499
3153,0.176766021435159,0.193537992211548,0.284958662027115,0.228415334106227
3152,0.177292226765424,0.193561449398617,0.285002704500904,0.228416241978454
3151,0.177815582813573,0.193592397980118,0.285025923405202,0.228417155162064
3150,0.17834048327277,0.193623012979849,0.285036665871565,0.22841807368812
3149,0.178866463328841,0.193648180070392,0.285054241855762,0.228418997587871
3148,0.179386323863459,0.193666531404393,0.28505498983725,0.228419926892745
3147,0.179905559288876,0.193678059832226,0.285041745510113,0.228420861634354
3146,0.180424516008456,0.193683968163041,0.285015049137328,0.228421801844497
3145,0.180936722805821,0.193689431494674,0.284969443875222,0.228422747555155
3144,0.181448484001524,0.193690031509324,0.28491484158037,0.228423698798501
3143,0.181953284266856,0.193549026580966,0.284896721260207,0.228424655606892
3142,0.182450927046215,0.193398549459089,0.284914705584918,0.228425618012876
3141,0.182934519409752,0.193254288636609,0.284922676251657,0.22842658604919
3140,0.183403632074765,0.193116350674788,0.284921233665705,0.228427559748763
3139,0.183859384073858,0.192986345473209,0.284913907349227,0.228428539144718
3138,0.184299050366109,0.192861266540419,0.284898734358799,0.228429524270369
3137,0.184723670121929,0.192742238858616,0.284878605353921,0.228430515159227
3136,0.185125121845654,0.192632379824636,0.28484989567284,0.228431511844996
3135,0.185503344260047,0.19253034753427,0.28481533794533,0.22843251436158
3134,0.18585739923093,0.192436828717715,0.284772605015007,0.22843352274308
3133,0.186187697661249,0.192344832387046,0.284724446558689,0.228434537023796
3132,0.186491670863071,0.192261664115497,0.284668998824901,0.228435557238228
3131,0.186778776634728,0.192182702375047,0.284608649237004,0.228436583421079
3130,0.187041085024449,0.19210895031029,0.284541789577573,0.228437615607255
3129,0.187285833592828,0.192039730113368,0.284469866443692,0.228438653831863
3128,0.187522817962265,0.191971541821073,0.284396349360648,0.22843969813022
3127,0.187749618224029,0.191907049246685,0.284319607846236,0.228440748537845
3126,0.187968784731666,0.191843538460305,0.284241205689976,0.228441805090467
3125,0.18819558499343,0.191779045885917,0.284164464175564,0.228442867824023
3124,0.18843140420212,0.191711919415603,0.284091557647903,0.228443936774661
3123,0.188676152770499,0.191642699218681,0.284019634514022,0.228445011978738
3122,0.188929830392998,0.191570683008293,0.283951424930607,0.228446093472826
3121,0.189200233951025,0.191494763808667,0.283888477271194,0.228447181293709
3120,0.189479464835522,0.191416278241056,0.283826193907592,0.228448275478388
3119,0.189775442852214,0.191333564206454,0.283768885385392,0.228449376064077
3118,0.190088024957941,0.19138155346075,0.283716497683622,0.228450483088211
3117,0.190408357285371,0.191455707588386,0.283668881447772,0.228451596588442
3116,0.190744175951123,0.191523456758152,0.283623791106046,0.228452716602641
3115,0.191088602520767,0.19161827579463,0.283504815614313,0.228453843168903
3114,0.191440686872307,0.191734498964362,0.283375014028012,0.228454976325543
3113,0.191792771223847,0.191850722134093,0.283245212441712,0.228456116111102
3112,0.192144855575387,0.191966945303825,0.283115410855411,0.228457262564345
3111,0.192496939926927,0.192083168473557,0.28298560926911,0.228458415724263
3110,0.192848149201927,0.19219908411482,0.282854606530802,0.228459575630077
3109,0.193191601515253,0.192319720637207,0.28272299364515,0.228460742321235
3108,0.193526408579021,0.192444614262518,0.282589594532381,0.228461915837416
