calBP,Correct,CKDE,MKDE,ConstantCorrect,logistic,exponential,EXPCorrect,Logistic,LogisticCorrect,LogisticOver,OverCorrect,missKDE,MissCorrect,Pert
1790,0.00770796482734407,0.00770796482734407,0.00542812517919841,0.0014200049875199,,0.00408607598640848,0.00580224828008532,0.00462362644459269,0.0065655726117505,0.0047,0.00667402344134351,0.00549606379108527,0.00780443799506859,
1760,0.00762407535681039,0.00762407535681039,0.00542631180295691,0.00140501976916547,,0.00414782911681581,0.00582778190824638,0.00480192151174601,0.00674679465398409,0.00495200762365218,0.00695766860828944,0.00573697240485474,0.00806055964397769,
1730,0.00756098506760475,0.00756098506760475,0.00543929362656505,0.00139006745851659,,0.00421051552627321,0.00585290061665123,0.00498163314795603,0.00692480612924122,0.00520401524730435,0.00723393224890193,0.00598960931273603,0.00832596099486225,
1700,0.00752963988075269,0.00752963988075269,0.00547551131998375,0.00137514826300734,,0.00427414931948727,0.00587758901252693,0.00516147670384072,0.00709779572383943,0.00545602287095653,0.0075028403739242,0.00623923272205285,0.00857987004022955,
1670,0.00752086644364938,0.00752086644364938,0.00552898211506593,0.00136026239317283,,0.00433874481432991,0.00590183140450663,0.00534016376036135,0.00726402393660397,0.0057080304946087,0.00776441922089995,0.00646533126130521,0.00879454697415816,
1640,0.00750816484931205,0.00750816484931205,0.00558057729560702,0.00134541006272279,,0.00440431654505999,0.00592561179914021,0.00551643880573362,0.00742187227962852,0.00596003811826088,0.00801869525851962,0.00668643657885591,0.00899599905695052,
1610,0.00747901615164803,0.00747901615164803,0.00562082067683906,0.00133059148861763,,0.00447087926559356,0.00594891389743583,0.00568911394166296,0.00756988658855262,0.00621204574191306,0.00826569519109289,0.00690742773388998,0.00919096455095536,
1580,0.00746385955574138,0.00746385955574138,0.00567245817449344,0.00131580689114696,,0.00453844795282356,0.00597172109143706,0.00585709962124291,0.00770681204376567,0.00646405336556523,0.00850544596315244,0.00712810662787944,0.0093792118217941,
1550,0.00751987462817694,0.00751987462817694,0.00577982175469966,0.00130105649401081,,0.00460703780998966,0.00599401646084038,0.00601942981360466,0.00783161824923262,0.00671606098921741,0.00873797476419397,0.00734876781860071,0.0095611620933681,
1520,0.00766566869273684,0.00766566869273684,0.00595928414545735,0.00128634052440346,,0.00467666427009909,0.0060157827696582,0.00617528051764863,0.00794351357941062,0.00696806861286958,0.00896330903355796,0.00758978683540644,0.00976305037796721,
1490,0.00783201262091651,0.00783201262091651,0.00615889268149337,0.00127165921310021,,0.00474734299939912,0.00603700246293269,0.00632398113504383,0.00804194887385042,0.00722007623652176,0.0091814764654588,0.00785139606442392,0.00998430014102342,
1460,0.00790110194607409,0.00790110194607409,0.00628561776009696,0.00125701279454706,,0.00481908990090202,0.00605765766350635,0.00646501878577097,0.00812661133070118,0.00747208386017394,0.0093925050141672,0.00811383850894888,0.0101991988186374,
1430,0.00780930059590126,0.00780930059590126,0.00628564964884064,0.00124240150695349,,0.00489192111796332,0.0060777301688552,0.00659803614381654,0.00819741004801123,0.00772409148382611,0.00959642289935215,0.0083915001761473,0.0104256124644458,
1400,0.00760686838096573,0.00760686838096573,0.00619539813156037,0.0012278255923885,,0.0049658530379141,0.00609720144799112,0.0067228237424282,0.0082544550440704,0.00797609910747829,0.00979325861158894,0.00867483745074696,0.0106511874318374,
1370,0.00742927978211153,0.00742927978211153,0.00612327521088073,0.00121328529688003,,0.00504090229574826,0.00611605263844012,0.00683930792759598,0.00829803174938719,0.00822810673113046,0.00998304091804016,0.00898959163441509,0.0109069393549915,
1340,0.00743202408644363,0.00743202408644363,0.0061996518873657,0.00119878087051781,,0.00511708577786542,0.00613426454330381,0.00694753572734361,0.00832857292717855,0.00848011435478264,0.0101657988683169,0.00945558369817978,0.011335172856958,
1310,0.0077212089333287,0.0077212089333287,0.00651957020876343,0.00118431256756006,,0.00519442062587048,0.00615181762841161,0.00704765787232052,0.00834662979005279,0.00873212197843482,0.0103415618005278,0.00994142747575183,0.0117737574990198,
1280,0.00827703823469106,0.00827703823469106,0.00707511339651895,0.00116988064654391,,0.00527292424043049,0.00616869201957186,0.0071399110796647,0.00835284379014415,0.00898412960208699,0.0105103593475238,0.0104904594884399,0.0122725855288787,
1250,0.00893889849651632,0.00893889849651632,0.00773605510333949,0.00115548537039991,,0.0053526142851899,0.00618486749993049,0.00722460053025575,0.00834792021969392,0.00923613722573917,0.0106722214433476,0.011154269572269,0.0128885953082537,
1220,0.00951885911696172,0.00951885911696172,0.00834162986429279,0.00114112700657076,,0.005433508690745,0.00620032350744607,0.00730208326044913,0.0083326044127268,0.00948814484939134,0.0108271783298958,0.0118188764828433,0.0134868391418966,
1190,0.00993449953329291,0.00993449953329291,0.00881651416247702,0.0011268058271345,,0.0055156256586783,0.00621503913249124,0.00737275297885681,0.00830766101859906,0.00974015247304352,0.0109752605638039,0.0123401525769588,0.0139049558314459,
1160,0.0102039631894683,0.0102039631894683,0.00917191946797536,0.00111252210893221,,0.00559898366565402,0.0062289931155904,0.00743702662529129,0.00827385654535404,0.0099921600966957,0.0111164990235642,0.012768902963816,0.0142056868540553,
1130,0.0103442172068342,0.0103442172068342,0.00941859418539703,0.00109827613370074,,0.0056836014675754,0.0062421638453046,0.00749533282401737,0.00823194515476208,0.0102441677203479,0.0112509249168856,0.0131873867828396,0.0144833921694734,
