,calBP,PrDens,lo,hi,logFit3
175,3326,0.124842668745321,0.0890408803686508,0.174420172098165,0.119249358657416
176,3325,0.124858222302483,0.0888146114149895,0.174839017206683,0.119258206436853
177,3324,0.124883093516622,0.0885964403412929,0.175237734279216,0.119267078284143
178,3323,0.12491849439258,0.0883874734035209,0.175615324810874,0.119275974262741
179,3322,0.124963159064354,0.0881856783893446,0.175973217601669,0.119284894436257
180,3321,0.125027213142936,0.0879964786160906,0.176198936102076,0.11929383886846
181,3320,0.125105927304576,0.0878247184337274,0.17630236490091,0.119302807623273
182,3319,0.125199072136128,0.0876665750975592,0.17639935954749,0.119311800764777
183,3318,0.125306198259128,0.0875225009011142,0.176637366955178,0.119320818357213
184,3317,0.125422959633823,0.0873960704937855,0.17691372318753,0.119329860464975
185,3316,0.125549435881218,0.0872876880971568,0.17716824288304,0.11933892715262
186,3315,0.12568459581404,0.0871922555836624,0.177297237692044,0.119348018484859
187,3314,0.125829347851224,0.08711495170391,0.177227995048925,0.119357134526565
188,3313,0.125982047765812,0.0870505686961384,0.177143470962684,0.119366275342768
189,3312,0.126142817847203,0.0870035874740092,0.177040957111722,0.11937544099866
190,3311,0.126310346677441,0.0869689507107551,0.176956769689929,0.119384631559589
191,3310,0.126483866362112,0.0869506204292028,0.176862478809879,0.119393847091066
192,3309,0.126654201492293,0.0869379502580104,0.176765847221076,0.119403087658762
193,3308,0.126832500689048,0.0869395288202116,0.176649757927084,0.119412353328507
194,3307,0.127013153999966,0.0869514510939801,0.176652856932121,0.119421644166294
195,3306,0.127194927326183,0.0869731218358895,0.176781152340301,0.119430960238275
196,3305,0.127380102553964,0.0870076098358301,0.176900246021914,0.119440301610767
197,3304,0.127568701501032,0.087052120601053,0.177015905210716,0.119449668350245
198,3303,0.127756647732772,0.0871086211495748,0.177122930606991,0.119459060523351
199,3302,0.127948509696422,0.0871781292173426,0.177161600267146,0.119468478196885
200,3301,0.128139360326929,0.0872607764851291,0.177179643185934,0.119477921437812
201,3300,0.128327254033811,0.0873523947314235,0.177194705765545,0.119487390313262
202,3299,0.128514879127813,0.0874560258819696,0.177206205724127,0.119496884890526
203,3298,0.128697645411804,0.0875680123951894,0.17721384166065,0.119506405237061
204,3297,0.128875771312065,0.0876844022579281,0.17721896180873,0.119515951420485
205,3296,0.129049412277509,0.087803968185923,0.17723578103815,0.119525523508585
206,3295,0.129215087165032,0.0879240957524286,0.17726364502166,0.11953512156931
207,3294,0.129374475661239,0.0880487775888806,0.177154788587756,0.119544745670775
208,3293,0.129523943124633,0.0881768676883318,0.176847538425697,0.119554395881261
209,3292,0.129665976950614,0.0882050454539908,0.176520084634101,0.119564072269215
210,3291,0.129802773088371,0.0881846062728193,0.176183441212512,0.11957377490325
211,3290,0.129929426938017,0.088032255314732,0.175850458517457,0.119583503852144
212,3289,0.130050692181074,0.0878504646048909,0.175509456128889,0.119593259184845
213,3288,0.130161973296487,0.0876843946008479,0.175168123565189,0.119603040970467
214,3287,0.130257770178046,0.0875301117346472,0.174822172461505,0.11961284927829
215,3286,0.13034192697272,0.0873907565556505,0.174474632959726,0.119622684177764
216,3285,0.130414750332398,0.087298550583447,0.174137178767762,0.119632545738506
217,3284,0.130476793511096,0.0873387124058088,0.173800854226657,0.119642434030303
218,3283,0.130528822013001,0.0873836100389314,0.173467029440499,0.11965234912311
219,3282,0.130573363595366,0.0874369938679017,0.173127234605342,0.11966229108705
220,3281,0.13062132735385,0.0874953007259396,0.172948135655071,0.119672259992418
221,3280,0.130660707379352,0.0875574820270569,0.172778048585135,0.119682255909678
222,3279,0.130700376951091,0.0876213718506314,0.172611614797203,0.119692278909462
223,3278,0.130738107515325,0.0876885793321691,0.172445764490116,0.119702329062577
224,3277,0.130774957333203,0.0877587275104801,0.172281147002598,0.119712406439998
225,3276,0.130811890943106,0.0878315804742852,0.172118122466761,0.119722511112871
226,3275,0.1308450318678,0.0879019015779886,0.171964622146722,0.119732643152514
227,3274,0.130874890647603,0.0879692518997851,0.171821178259319,0.119742802630419
228,3273,0.130906984306697,0.0880379873192809,0.171685028075538,0.119752989618246
229,3272,0.130935999026217,0.0881051154870056,0.171557028335655,0.119763204187833
230,3271,0.130963237268716,0.0881677555783269,0.171439715849342,0.119773446411186
231,3270,0.130995238143304,0.0882330428147115,0.171320228178503,0.119783716360487
232,3269,0.131027062520172,0.0882954540254135,0.171210280314157,0.119794014108091
233,3268,0.131064435244862,0.0883602447950639,0.171098303070404,0.119804339726526
234,3267,0.131104932705308,0.0884250148074236,0.170986075251531,0.119814693288496
235,3266,0.13115893533434,0.0884975995103117,0.170863613176144,0.119825074866878
236,3265,0.131228125443392,0.0885783502282673,0.170730356272359,0.119835484534725
237,3264,0.131304490518549,0.0886640641125742,0.170589466531869,0.119845922365265
238,3263,0.13140628001705,0.0887623661176409,0.170429622266112,0.1198563884319
239,3262,0.131529060069456,0.0888725658169996,0.170251922761061,0.119866882808212
240,3261,0.131684556261145,0.0890007648196005,0.17004718294803,0.119877405567954
241,3260,0.131873096925162,0.0891468849790057,0.169815711890946,0.119887956785059
242,3259,0.132095646862082,0.089313590988406,0.169552145283919,0.119898536533637
243,3258,0.132359312636132,0.0895041176072728,0.169259976280487,0.119909144887974
244,3257,0.132651455200744,0.0897136583609951,0.168939080226915,0.119919781922534
245,3256,0.132961797488478,0.0899383527744826,0.168596733303706,0.119930447711959
246,3255,0.133289280344103,0.0901669673936485,0.168450982252227,0.119941142331069
247,3254,0.133612525449424,0.0903645704340482,0.168300898924997,0.119951865854864
248,3253,0.133937451298956,0.0905670468463348,0.168156890441131,0.119962618358521
249,3252,0.134263129980472,0.0907754438459146,0.167964045203601,0.119973399917397
250,3251,0.134588923684984,0.0909891762326579,0.167583735341033,0.11998421060703
251,3250,0.134914824869088,0.0912004852167511,0.167197856485512,0.119995050503135
252,3249,0.135240650729643,0.09139968874539,0.166797688158079,0.120005919681612
253,3248,0.135565594798788,0.0914824943468577,0.166392311569083,0.120016818218536
254,3247,0.135890032719133,0.0915517956432482,0.165974190095297,0.120027746190166
255,3246,0.136208205513247,0.0916145083336772,0.165557883951172,0.120038703672944
256,3245,0.136525101551587,0.0916664798817118,0.165128364282428,0.120049690743491
257,3244,0.136832321881767,0.0917114066011922,0.164698440044464,0.120060707478609
258,3243,0.137130247696956,0.0917466904317517,0.164260467406683,0.120071753955287
259,3242,0.137423100359171,0.0917769963101264,0.163818905106306,0.120082830250691
260,3241,0.137705084298677,0.0917972486299345,0.16337095704909,0.120093936442175
261,3240,0.137990433457102,0.0918067448046134,0.16290632462107,0.120105072607272
262,3239,0.13827566625198,0.0918080731791582,0.16243348407632,0.120116238823703
263,3238,0.138577395512007,0.0918163667577317,0.161943701155135,0.120127435169369
264,3237,0.138902273433499,0.0920582424630099,0.161429879503519,0.120138661722359
265,3236,0.139246614810817,0.0923122157226444,0.161158712628428,0.120149918560943
266,3235,0.139610072620772,0.0925768178911318,0.161006772692736,0.120161205763579
267,3234,0.139999091897249,0.0928518801128552,0.161070470371823,0.120172523408909
268,3233,0.140413485584679,0.0931387559470826,0.161244992018502,0.120183871575761
269,3232,0.140846654829828,0.093354238853349,0.161436366203634,0.12019525034315
270,3231,0.141296874608445,0.0933008570343143,0.161630776402814,0.120206659790275
271,3230,0.141759688566563,0.0932355406316679,0.161834544026033,0.120218099996525
272,3229,0.142234264345995,0.0930741259724016,0.162047816931535,0.120229571041473
273,3228,0.142715948135967,0.0929067841907982,0.162260658227646,0.120241073004881
274,3227,0.143200043101337,0.0927445792923538,0.162523906716209,0.120252605966698
275,3226,0.143686568324864,0.0925900749986767,0.16301620021428,0.120264170007062
276,3225,0.144172916935915,0.0924311964860379,0.163500943775867,0.1202757652063
277,3224,0.144653242023915,0.0922554526403957,0.163971147756651,0.120287391644925
278,3223,0.145125872415718,0.0920985208558305,0.164427206173685,0.120299049403642
279,3222,0.145592525526001,0.0919631095904923,0.164864847351347,0.120310738563343
280,3221,0.146039986934047,0.0918587584350898,0.165280948963824,0.120322459205113
281,3220,0.146470444149884,0.0917775009901154,0.16568113000425,0.120334211410224
282,3219,0.146880375574253,0.091719307991873,0.16606501556623,0.120345995260139
283,3218,0.147259847868261,0.0916874383115311,0.166428462690716,0.120357810836514
284,3217,0.14760869062635,0.0916715081328684,0.16678744484086,0.120369658221193
285,3216,0.147931678472659,0.0916318831238511,0.167137818497666,0.120381537496214
286,3215,0.148215078554683,0.0916050849983694,0.16746790388234,0.120393448743806
287,3214,0.148450073312192,0.0915921877462888,0.167775456764053,0.120405392046389
288,3213,0.148653808123379,0.0916359938158438,0.168067559415414,0.120417367486578
289,3212,0.148809799147026,0.0917344536077375,0.168337281510447,0.120429375147178
290,3211,0.148934116785049,0.0918404056345836,0.168591251020519,0.120441415111189
291,3210,0.149038742047412,0.0919505093698701,0.168835202626761,0.120453487461803
292,3209,0.149117742288721,0.0920645609265414,0.169067524399634,0.120465592282408
293,3208,0.149174612550229,0.0921863255309406,0.169286401870851,0.120477729656585
294,3207,0.149214387452317,0.0922656531197056,0.16949568913495,0.120489899668109
295,3206,0.149250220874907,0.0922691360809437,0.169701150892973,0.12050210240095
296,3205,0.149266217864436,0.0922950539158465,0.169825822121532,0.120514337939274
297,3204,0.149277311250252,0.09233709757661,0.169751248173832,0.120526606367443
298,3203,0.1492718383386,0.0923996495370625,0.169667116355192,0.120538907770012
299,3202,0.149251159420249,0.0924817995841554,0.169574156274066,0.120551242231735
300,3201,0.149229605614663,0.092584411507531,0.169476399161712,0.120563609837562
301,3200,0.149195871166029,0.0927039182038117,0.169370929826568,0.120576010672639
302,3199,0.149150920604721,0.0928392333475347,0.169258174396917,0.120588444822311
303,3198,0.149083633078352,0.092991851264778,0.169135788583507,0.120600912372117
304,3197,0.149005476865446,0.0931525647131725,0.169008798561516,0.120613413407798
305,3196,0.148901351752634,0.093321822831396,0.168872784036078,0.120625948015291
306,3195,0.148785902368138,0.0935709176016727,0.168732635049205,0.120638516280731
307,3194,0.148646036748629,0.0938849304095569,0.168583741503862,0.120651118290455
308,3193,0.148484932521071,0.0942132037906342,0.168429841724981,0.120663754130995
309,3192,0.148313317151669,0.0945464183704156,0.16827445934305,0.120676423889085
310,3191,0.148117251280725,0.0948951615350397,0.168119865767147,0.120689127651659
311,3190,0.147911360663168,0.0952484840703716,0.167968969059179,0.120701865505851
312,3189,0.147691427507057,0.0956120833963371,0.167815197548212,0.120714637538995
313,3188,0.14746248236625,0.0959394394335325,0.167660231293668,0.120727443838626
314,3187,0.147228832183396,0.0961665009422422,0.167502611802486,0.120740284492481
315,3186,0.146991486904237,0.096397810856338,0.167522954184379,0.120753159588498
316,3185,0.14674587719069,0.0966328506445081,0.167579657690923,0.120766069214817
317,3184,0.146496664866399,0.0968716938079692,0.167629685759006,0.12077901345978
318,3183,0.146246935106376,0.0971132541198072,0.167676083603118,0.120791992411931
319,3182,0.145994916059519,0.0973601023003105,0.167721190085138,0.12080500616002
320,3181,0.145742235248148,0.0976059924918646,0.167761204618002,0.120818054792996
321,3180,0.145486895314859,0.0978545918093723,0.16779508690944,0.120831138400014
322,3179,0.145245310480268,0.0980983930533217,0.16782475471154,0.120844257070433
323,3178,0.145008840461436,0.0983409240467003,0.167849402765301,0.120857410893815
324,3177,0.144781879109062,0.0985801595990652,0.167869832944498,0.120870599959927
325,3176,0.144559725716927,0.098817742367223,0.167885527044787,0.120883824358743
326,3175,0.144357236056065,0.0990463472555821,0.167903368995997,0.120897084180438
327,3174,0.14417114095677,0.0992674369152408,0.167923367395693,0.120910379515397
328,3173,0.144001612895995,0.0994811326171393,0.167939900622661,0.120923710454209
329,3172,0.143854686650119,0.0996843709493687,0.167958669609781,0.120937077087667
330,3171,0.143731171190555,0.0998583396726829,0.167979582792202,0.120950479506775
331,3170,0.14361396446066,0.1000241452718,0.167996022533254,0.12096391780274
332,3169,0.14351163489865,0.100183504571842,0.168013278256875,0.120977392066979
333,3168,0.143415141748315,0.10008977786053,0.16802615381112,0.120990902391116
334,3167,0.14332409002098,0.0998502755866177,0.16803472213339,0.12100444886698
335,3166,0.143218146707854,0.0996219283933718,0.168033148190794,0.121018031586612
336,3165,0.143093370540707,0.099403136653018,0.168093507135913,0.12103165064226
337,3164,0.142943062376577,0.099118301671121,0.168262624424669,0.121045306126382
338,3163,0.142752160850571,0.098673014605947,0.168419123247137,0.121058998131642
339,3162,0.142515724488184,0.0982257573804179,0.168561584850263,0.121072726750917
340,3161,0.142218970178468,0.0977777142589447,0.168684813006999,0.121086492077292
341,3160,0.141866007454434,0.0973364413103124,0.168789339821013,0.121100294204064
342,3159,0.141459080155229,0.0969034452173978,0.168876907885011,0.121114133224738
343,3158,0.140995113075913,0.0964791689075167,0.168841680197013,0.121128009233031
344,3157,0.140484058140412,0.0960713083745682,0.168689038581345,0.121141922322873
345,3156,0.139939491048041,0.0959848949432022,0.168530517514228,0.121155872588402
346,3155,0.139347811356269,0.0958907711362032,0.16835940777262,0.12116986012397
347,3154,0.138746020281035,0.0957922734564839,0.168181012926877,0.12118388502414
348,3153,0.138134837642334,0.0956965810524849,0.167996522093941,0.12119794738369
349,3152,0.137504351801389,0.0956442891806875,0.167801791893597,0.121212047297609
350,3151,0.136867081846274,0.0958196744031014,0.167374433334276,0.121226184861097
351,3150,0.136233840919204,0.0959965742753129,0.166908566129367,0.121240360169571
352,3149,0.1356015465998,0.0961762036448021,0.166436624357999,0.121254573318661
353,3148,0.13497781694259,0.0963575958822158,0.16596158569871,0.121268824404209
354,3147,0.134371075454719,0.0965396753300237,0.165487050589307,0.121283113522273
355,3146,0.133787517932604,0.0967243857485044,0.165009620762243,0.121297440769127
356,3145,0.133239119234048,0.0969073894352682,0.164540671585602,0.121311806241257
357,3144,0.132731591500374,0.0970894906149953,0.164078120804596,0.121326210035367
358,3143,0.132281430787695,0.0971060138876998,0.163631081398141,0.121340652248375
359,3142,0.131878266614644,0.0969725783741434,0.163203477332873,0.121355132977416
360,3141,0.131530038126223,0.096687279163194,0.162877767739783,0.121369652319841
361,3140,0.13123043634933,0.0964111442347412,0.162589034796494,0.121384210373218
362,3139,0.130967893614497,0.0961406468234344,0.162355445635657,0.121398807235331
363,3138,0.130733091792624,0.0958794745356834,0.162336887693082,0.121413443004183
364,3137,0.130512211116944,0.0956231258617672,0.162466066348349,0.121428117777992
365,3136,0.130289716479268,0.0953651766899698,0.162613899726914,0.121442831655197
366,3135,0.130067221841592,0.0951048408801833,0.162762830690458,0.121457584734453
367,3134,0.129822353490769,0.0948431061883881,0.162915224420738,0.121472377114634
