OBJECTID,LabID,Age,Error,Material,Taxa,d13C,Method,Long,Lat,LocAccuracy,Period,SiteID,SiteName,Country,Province,Continent,Source,Reference,calib,NEAR_FID,NEAR_DIST
48900,ISGS-4525,3450,70,CHARCOAL,NA,-25.2,RADIOMETRIC,-91.92609409,38.83557306,1,NA,23CY562,Elley,USA,Missouri,North America,UWyo2021,NA,intcal20,163104,998382.45796886
48901,ISGS-4527,2790,100,CHARCOAL,NA,-24,RADIOMETRIC,-94.34645755,39.00849178,1,NA,23JE764,Pine Ford,USA,Missouri,North America,UWyo2021,NA,intcal20,165275,1053367.35198471
48902,ISGS-4528,2400,70,CHARCOAL,NA,-24.6,RADIOMETRIC,-94.34645755,39.00849178,1,NA,23JE764,Pine Ford,USA,Missouri,North America,UWyo2021,NA,intcal20,165275,1053367.35198471
48903,ISGS-4533,2910,70,CHARCOAL,NA,-26.4,RADIOMETRIC,-94.34645755,39.00849178,1,NA,23JE764,Pine Ford,USA,Missouri,North America,UWyo2021,NA,intcal20,165275,1053367.35198471
48904,ISGS-4534,2370,70,CHARCOAL,NA,-25.7,RADIOMETRIC,-94.34645755,39.00849178,1,NA,23JE764,Pine Ford,USA,Missouri,North America,UWyo2021,NA,intcal20,165275,1053367.35198471
48905,ISGS-4543,2570,70,CHARCOAL,NA,-25.4,RADIOMETRIC,-91.92609409,38.83557306,1,NA,23CY227,Callaway Farms,USA,Missouri,North America,UWyo2021,Harl et al.  2001.  Data Recovery Investigations at the Callaway Farms Site (23CY227):  A Terminal Late Archaic Village within Callaway County Missouri,intcal20,163104,998382.45796886
48906,ISGS-4544,2620,70,CHARCOAL,NA,-25.2,RADIOMETRIC,-91.92609409,38.83557306,1,NA,23CY227,Callaway Farms,USA,Missouri,North America,UWyo2021,Harl et al.  2001.  Data Recovery Investigations at the Callaway Farms Site (23CY227):  A Terminal Late Archaic Village within Callaway County Missouri,intcal20,163104,998382.45796886
48907,ISGS-4545,3050,80,CHARCOAL,NA,-24.8,RADIOMETRIC,-94.34645755,39.00849178,1,NA,23JE764,Pine Ford,USA,Missouri,North America,UWyo2021,NA,intcal20,165275,1053367.35198471
48908,ISGS-4546,2640,70,CHARCOAL,NA,-25.4,RADIOMETRIC,-91.92609409,38.83557306,1,NA,23CY227,Callaway Farms,USA,Missouri,North America,UWyo2021,Harl et al.  2001.  Data Recovery Investigations at the Callaway Farms Site (23CY227):  A Terminal Late Archaic Village within Callaway County Missouri,intcal20,163104,998382.45796886
48909,ISGS-4547,2550,70,CHARCOAL,NA,-25,RADIOMETRIC,-91.92609409,38.83557306,1,NA,23CY227,Callaway Farms,USA,Missouri,North America,UWyo2021,Harl et al.  2001.  Data Recovery Investigations at the Callaway Farms Site (23CY227):  A Terminal Late Archaic Village within Callaway County Missouri,intcal20,163104,998382.45796886
48910,ISGS-4548,2540,70,CHARCOAL,NA,-25.4,RADIOMETRIC,-91.92609409,38.83557306,1,NA,23CY227,Callaway Farms,USA,Missouri,North America,UWyo2021,Harl et al.  2001.  Data Recovery Investigations at the Callaway Farms Site (23CY227):  A Terminal Late Archaic Village within Callaway County Missouri,intcal20,163104,998382.45796886
48911,ISGS-4549,2650,80,CHARCOAL,NA,-25.2,RADIOMETRIC,-91.92609409,38.83557306,1,NA,23CY227,Callaway Farms,USA,Missouri,North America,UWyo2021,Harl et al.  2001.  Data Recovery Investigations at the Callaway Farms Site (23CY227):  A Terminal Late Archaic Village within Callaway County Missouri,intcal20,163104,998382.45796886
48912,ISGS-4550,2550,70,CHARCOAL,NA,-25.7,RADIOMETRIC,-91.92609409,38.83557306,1,NA,23CY227,Callaway Farms,USA,Missouri,North America,UWyo2021,Harl et al.  2001.  Data Recovery Investigations at the Callaway Farms Site (23CY227):  A Terminal Late Archaic Village within Callaway County Missouri,intcal20,163104,998382.45796886
48914,ISGS-4552,890,70,CHARCOAL,NA,-26.6,RADIOMETRIC,-94.34645755,39.00849178,1,NA,23JE764,Pine Ford,USA,Missouri,North America,UWyo2021,NA,intcal20,165275,1053367.35198471
48915,ISGS-4553,770,70,CHARCOAL,NA,-26.1,RADIOMETRIC,-94.34645755,39.00849178,1,NA,23JE764,Pine Ford,USA,Missouri,North America,UWyo2021,NA,intcal20,165275,1053367.35198471
48917,ISGS-4556,760,70,CHARCOAL,NA,-23.1,RADIOMETRIC,-94.34645755,39.00849178,1,NA,23JE764,Pine Ford,USA,Missouri,North America,UWyo2021,NA,intcal20,165275,1053367.35198471
48918,ISGS-4557,2650,80,CHARCOAL,NA,-25.7,RADIOMETRIC,-91.92609409,38.83557306,1,NA,23CY227,Callaway Farms,USA,Missouri,North America,UWyo2021,Harl et al.  2001.  Data Recovery Investigations at the Callaway Farms Site (23CY227):  A Terminal Late Archaic Village within Callaway County Missouri,intcal20,163104,998382.45796886
48919,ISGS-4558,2550,80,CHARCOAL,NA,-25.6,RADIOMETRIC,-91.92609409,38.83557306,1,NA,23CY227,Callaway Farms,USA,Missouri,North America,UWyo2021,Harl et al.  2001.  Data Recovery Investigations at the Callaway Farms Site (23CY227):  A Terminal Late Archaic Village within Callaway County Missouri,intcal20,163104,998382.45796886
48920,ISGS-4559,2560,70,CHARCOAL,NA,-25.5,RADIOMETRIC,-91.92609409,38.83557306,1,NA,23CY227,Callaway Farms,USA,Missouri,North America,UWyo2021,Harl et al.  2001.  Data Recovery Investigations at the Callaway Farms Site (23CY227):  A Terminal Late Archaic Village within Callaway County Missouri,intcal20,163104,998382.45796886
48921,ISGS-456,1460,80,CHARCOAL,Charred Wood,-25,RADIOMETRIC,-89.4223724,38.60657927,1,NA,11CT95,Becker Borrow,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 82-83,intcal20,162716,923508.451269637
48922,ISGS-4560,2680,80,CHARCOAL,NA,-25.2,RADIOMETRIC,-91.92609409,38.83557306,1,NA,23CY227,Callaway Farms,USA,Missouri,North America,UWyo2021,Harl et al.  2001.  Data Recovery Investigations at the Callaway Farms Site (23CY227):  A Terminal Late Archaic Village within Callaway County Missouri,intcal20,163104,998382.45796886
48923,ISGS-4561,2630,70,CHARCOAL,NA,-25.5,RADIOMETRIC,-91.92609409,38.83557306,1,NA,23CY227,Callaway Farms,USA,Missouri,North America,UWyo2021,Harl et al.  2001.  Data Recovery Investigations at the Callaway Farms Site (23CY227):  A Terminal Late Archaic Village within Callaway County Missouri,intcal20,163104,998382.45796886
48924,ISGS-4562,2760,70,CHARCOAL,NA,-24.8,RADIOMETRIC,-91.92609409,38.83557306,1,NA,23CY227,Callaway Farms,USA,Missouri,North America,UWyo2021,Harl et al.  2001.  Data Recovery Investigations at the Callaway Farms Site (23CY227):  A Terminal Late Archaic Village within Callaway County Missouri,intcal20,163104,998382.45796886
48925,ISGS-457,1580,100,CHARCOAL,Charred Wood,-25,RADIOMETRIC,-89.4223724,38.60657927,1,NA,11CT95,Becker Borrow,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 82-83,intcal20,162716,923508.451269637
48927,ISGS-464,850,80,CHARCOAL,Charred Wood,-25,RADIOMETRIC,-89.4223724,38.60657927,1,NA,11CT95,Becker Borrow,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 82-83,intcal20,162716,923508.451269637
48930,ISGS-469,970,80,CHARCOAL,Charred Wood,-25,RADIOMETRIC,-89.4223724,38.60657927,1,NA,11CT95,Becker Borrow,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 82-83,intcal20,162716,923508.451269637
48931,ISGS-470,810,80,CHARCOAL,Charred Wood,-25,RADIOMETRIC,-89.4223724,38.60657927,1,NA,11CT95,Becker Borrow,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 82-83,intcal20,162716,923508.451269637
48934,ISGS-4754,1600,70,CHARCOAL,NA,NA,RADIOMETRIC,-90.67801166,40.45619861,1,NA,11MD1146,Friendly Neighbor,USA,Illinois,North America,UWyo2021,Fishel 2013; Illinois Archaeology vol 25: 162-190,intcal20,153928,1104891.57341978
48935,ISGS-4755,1480,70,CHARCOAL,NA,NA,RADIOMETRIC,-90.67801166,40.45619861,1,NA,11MD1146,Friendly Neighbor,USA,Illinois,North America,UWyo2021,Fishel 2013; Illinois Archaeology vol 25: 162-190,intcal20,153928,1104891.57341978
48978,ISGS-4908,1080,70,CHARCOAL,NA,NA,RADIOMETRIC,-90.6151437,40.1580894,1,NA,11SC96,Walton #3,USA,Illinois,North America,UWyo2021,Nolan Graham and James 2001; ITARP Archaeological Testing Short Report Log #98092,intcal20,153928,1095756.27784233
48983,ISGS-4935,3600,70,CHARCOAL,NA,-27.7,RADIOMETRIC,-91.4034263,36.68683173,1,NA,23OR190,Thomasville,USA,Missouri,North America,UWyo2021,NA,intcal20,163104,742007.072208976
49023,ISGS-5010,1220,70,CHARCOAL,NA,-26,RADIOMETRIC,-90.39047351,39.35630879,1,NA,11GE487,Adcock Site,USA,Illinois,North America,UWyo2021,Moffat and Nolan 2006 Adcock Site,intcal20,162717,1024482.74743432
49024,ISGS-5011,1160,70,CHARCOAL,NA,-26.5,RADIOMETRIC,-90.39047351,39.35630879,1,NA,11GE487,Adcock Site,USA,Illinois,North America,UWyo2021,Moffat and Nolan 2006 Adcock Site,intcal20,162717,1024482.74743432
49025,ISGS-5012,1240,70,CHARCOAL,NA,-25.8,RADIOMETRIC,-90.39047351,39.35630879,1,NA,11GE487,Adcock Site,USA,Illinois,North America,UWyo2021,Moffat and Nolan 2006 Adcock Site,intcal20,162717,1024482.74743432
49033,ISGS-5028,1690,70,CHARCOAL,NA,NA,RADIOMETRIC,-90.67801166,40.45619861,1,NA,11MD1146,Friendly Neighbor,USA,Illinois,North America,UWyo2021,Fishel 2013; Illinois Archaeology vol 25: 162-190,intcal20,153928,1104891.57341978
49038,ISGS-5074,630,70,CHARCOAL,NA,-25.9,RADIOMETRIC,-95.03804134,39.19929453,1,NA,14LV1082,Scott,USA,Kansas,North America,UWyo2021,Logan 2010,intcal20,165275,1080166.33371725
49048,ISGS-51,1400,200,CHARCOAL,NA,-25,RADIOMETRIC,-92.30987112,38.9906528,1,NA,23BO-à,Brynjulfson Cave 1,USA,Missouri,North America,UWyo2021,Coleman 1972: 154; Parmalee and Oesch 1972; Faunmap 334,intcal20,163104,1021874.50357055
49056,ISGS-5199,1880,80,CHARCOAL,NA,-24.4,RADIOMETRIC,-95.03804134,39.19929453,1,NA,14LV120,NA,USA,Kansas,North America,UWyo2021,Latham and Mandel 2002: 50,intcal20,165275,1080166.33371725
49057,ISGS-5200,1850,70,CHARCOAL,NA,-24,RADIOMETRIC,-95.03804134,39.19929453,1,NA,14LV120,NA,USA,Kansas,North America,UWyo2021,Latham and Mandel 2002: 50,intcal20,165275,1080166.33371725
49067,ISGS-5366,1670,70,CHARCOAL,NA,NA,RADIOMETRIC,-91.16482133,40.40367312,1,NA,11HA844,Nichols,USA,Illinois,North America,UWyo2021,Nolan Fishel Hickson and van Nest 2009.,intcal20,153928,1142676.49190929
49068,ISGS-5367,1660,70,CHARCOAL,NA,NA,RADIOMETRIC,-91.16482133,40.40367312,1,NA,11HA844,Nichols,USA,Illinois,North America,UWyo2021,Nolan Fishel Hickson and van Nest 2009.,intcal20,153928,1142676.49190929
49069,ISGS-5369,920,70,CHARCOAL,White Oak,-25.6,RADIOMETRIC,-89.90517719,38.82984438,1,NA,11MS1992,Quicksilver,USA,Illinois,North America,UWyo2021,Moffat 2008: Archaeological Investigations at the Quicksilver Site (11MS1992): A Mississippian Homestead in the Silver Creek Headwaters Madison County Illinois,intcal20,162717,955851.102518627
49071,ISGS-5371,890,70,CHARCOAL,White Oak,-26.6,RADIOMETRIC,-89.90517719,38.82984438,1,NA,11MS1992,Quicksilver,USA,Illinois,North America,UWyo2021,Moffat 2008: Archaeological Investigations at the Quicksilver Site (11MS1992): A Mississippian Homestead in the Silver Creek Headwaters Madison County Illinois,intcal20,162717,955851.102518627
49072,ISGS-5374,3210,70,CHARCOAL,NA,-26,NA,-95.03804134,39.19929453,1,NA,14LV1079,Evans,USA,Kansas,North America,UWyo2021,Logan 2003 Arch Inves at the Evans Locality...,intcal20,165275,1080166.33371725
49076,ISGS-540,200,80,CHARCOAL,NA,-25,RADIOMETRIC,-90.61506241,40.84878086,1,NA,11WAà,Cameron Road,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 84,intcal20,153928,1107079.43469688
49082,ISGS-5433,1170,70,CHARCOAL,NA,NA,RADIOMETRIC,-90.20743186,40.47273335,1,NA,11F163,Duncan,USA,Illinois,North America,UWyo2021,Fishel 2005,intcal20,153928,1067971.09027823
49083,ISGS-5434,1640,70,CHARCOAL,White Oak,NA,RADIOMETRIC,-90.20743186,40.47273335,1,NA,11F163,Duncan,USA,Illinois,North America,UWyo2021,Fishel 2005,intcal20,153928,1067971.09027823
49088,ISGS-5446,1110,70,CHARCOAL,NA,-25.6,NA,-89.82526103,38.05221509,1,NA,11R594,Kaesberg-Schaudt,USA,Illinois,North America,UWyo2021,Emerson 2008-The Kaesberg-Schaudt Site…,intcal20,162717,864687.34977701
49089,ISGS-5447,1260,70,CHARCOAL,NA,-24.8,NA,-89.82526103,38.05221509,1,NA,11R594,Kaesberg-Schaudt,USA,Illinois,North America,UWyo2021,Emerson 2008-The Kaesberg-Schaudt Site…,intcal20,162717,864687.34977701
49090,ISGS-5449,970,70,CHARCOAL,NA,-26,NA,-89.82526103,38.05221509,1,NA,11R594,Kaesberg-Schaudt,USA,Illinois,North America,UWyo2021,Emerson 2008-The Kaesberg-Schaudt Site…,intcal20,162717,864687.34977701
49091,ISGS-5450,1300,70,CHARCOAL,NA,-25.8,NA,-89.82526103,38.05221509,1,NA,11R594,Kaesberg-Schaudt,USA,Illinois,North America,UWyo2021,Emerson 2008-The Kaesberg-Schaudt Site…,intcal20,162717,864687.34977701
49092,ISGS-5451,1330,70,CHARCOAL,NA,-25.7,NA,-89.82526103,38.05221509,1,NA,11R594,Kaesberg-Schaudt,USA,Illinois,North America,UWyo2021,Emerson 2008-The Kaesberg-Schaudt Site…,intcal20,162717,864687.34977701
49093,ISGS-5452,1180,70,CHARCOAL,NA,-24.3,NA,-89.82526103,38.05221509,1,NA,11R594,Kaesberg-Schaudt,USA,Illinois,North America,UWyo2021,Emerson 2008-The Kaesberg-Schaudt Site…,intcal20,162717,864687.34977701
49094,ISGS-5453,1130,70,CHARCOAL,NA,-24.9,NA,-89.82526103,38.05221509,1,NA,11R594,Kaesberg-Schaudt,USA,Illinois,North America,UWyo2021,Emerson 2008-The Kaesberg-Schaudt Site…,intcal20,162717,864687.34977701
49095,ISGS-5454,1270,70,CHARCOAL,Charcoal and nutshell,-25.9,NA,-89.82526103,38.05221509,1,NA,11R594,Kaesberg-Schaudt,USA,Illinois,North America,UWyo2021,Emerson 2008-The Kaesberg-Schaudt Site…,intcal20,162717,864687.34977701
49096,ISGS-5460,5270,70,CHARCOAL,NA,-25.6,RADIOMETRIC,-95.03804134,39.19929453,1,NA,14LV1082,Scott,USA,Kansas,North America,UWyo2021,Banks and Wigand 2005,intcal20,165275,1080166.33371725
49097,ISGS-5467,1500,70,CHARCOAL,wood and nut,NA,RADIOMETRIC,-90.20743186,40.47273335,1,NA,11F163,Duncan,USA,Illinois,North America,UWyo2021,Fishel 2005,intcal20,153928,1067971.09027823
49098,ISGS-5468,1410,70,CHARCOAL,NA,NA,RADIOMETRIC,-90.20743186,40.47273335,1,NA,11F163,Duncan,USA,Illinois,North America,UWyo2021,Fishel 2005,intcal20,153928,1067971.09027823
49103,ISGS-5540,610,70,CHARCOAL,NA,-25.3,AMS,-95.03804134,39.19929453,1,NA,14LV1082,Scott,USA,Kansas,North America,UWyo2021,Logan 2010,intcal20,165275,1080166.33371725
49111,ISGS-5625,1520,70,CHARCOAL,NA,NA,RADIOMETRIC,-95.29774224,37.19144052,1,NA,14LT304,NA,USA,Kansas,North America,UWyo2021,Waggoner and Hoard 2008 Salvage excavations of archaeological material from archaeological site 14LN344,intcal20,165280,848861.704804724
49121,ISGS-5654,2980,70,CHARCOAL,NA,NA,RADIOMETRIC,-95.03804134,39.19929453,1,NA,14LV1083,Caenen,USA,Kansas,North America,UWyo2021,Kansas archaeological site file,intcal20,165275,1080166.33371725
49123,ISGS-569,950,80,CHARCOAL,NA,-25,RADIOMETRIC,-89.92837404,38.47043082,1,NA,11S47,Range,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 85-88,intcal20,162717,914628.037488598
49125,ISGS-570,870,80,CHARCOAL,NA,-25,RADIOMETRIC,-89.92837404,38.47043082,1,NA,11S47,Range,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 85-88,intcal20,162717,914628.037488598
49129,ISGS-5732,840,70,CHARCOAL,mixed hickory and white oak,-25.4,RADIOMETRIC,-89.90517719,38.82984438,1,NA,11MS1992,Quicksilver,USA,Illinois,North America,UWyo2021,Moffat 2008: Archaeological Investigations at the Quicksilver Site (11MS1992): A Mississippian Homestead in the Silver Creek Headwaters Madison County Illinois,intcal20,162717,955851.102518627
49143,ISGS-577,910,80,CHARCOAL,NA,-25,RADIOMETRIC,-89.92837404,38.47043082,1,NA,11S47,Range,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 85-88,intcal20,162717,914628.037488598
49148,ISGS-5785,1120,70,CHARCOAL,NA,NA,RADIOMETRIC,-90.6151437,40.1580894,1,NA,11SC1120,Tortured Oak,USA,Illinois,North America,UWyo2021,Fishel 2013; Illinois Archaeology vol 25: 162-190,intcal20,153928,1095756.27784233
49152,ISGS-579,600,80,CHARCOAL,Charred Wood,-25,RADIOMETRIC,-89.92837404,38.47043082,1,NA,11S63,Julien,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 89,intcal20,162717,914628.037488598
49157,ISGS-5797,1680,70,CHARCOAL,NA,NA,RADIOMETRIC,-89.34456752,41.03322894,1,NA,11MA213,Steuben,USA,Illinois,North America,UWyo2021,Fishel and Felix 2006; Fishel and Nolan 2008,intcal20,153928,1012856.46643034
49158,ISGS-581,590,80,CHARCOAL,Charred Wood,-25,RADIOMETRIC,-89.92837404,38.47043082,1,NA,11S63,Julien,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 89,intcal20,162717,914628.037488598
49162,ISGS-5817,1290,70,CHARCOAL,NA,NA,RADIOMETRIC,-90.6151437,40.1580894,1,NA,11SC1120,Tortured Oak,USA,Illinois,North America,UWyo2021,Fishel 2013; Illinois Archaeology vol 25: 162-190,intcal20,153928,1095756.27784233
49167,ISGS-586,830,110,CHARCOAL,Charred Wood,-25,RADIOMETRIC,-89.92837404,38.47043082,1,NA,11S63,Julien,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 89,intcal20,162717,914628.037488598
49168,ISGS-5861,1280,70,CHARCOAL,NA,-25.7,RADIOMETRIC,-91.07506794,38.41117895,1,NA,23FR521,NA,USA,Missouri,North America,UWyo2021,NA,intcal20,162717,931253.628822281
49169,ISGS-5862,920,90,CHARCOAL,NA,-25.8,RADIOMETRIC,-91.07506794,38.41117895,1,NA,23FR521,NA,USA,Missouri,North America,UWyo2021,NA,intcal20,162717,931253.628822281
49170,ISGS-5864,1110,70,CHARCOAL,NA,-25.3,RADIOMETRIC,-91.07506794,38.41117895,1,NA,23FR521,NA,USA,Missouri,North America,UWyo2021,NA,intcal20,162717,931253.628822281
49171,ISGS-5865,1080,70,CHARCOAL,NA,-26.2,RADIOMETRIC,-91.07506794,38.41117895,1,NA,23FR521,NA,USA,Missouri,North America,UWyo2021,NA,intcal20,162717,931253.628822281
49172,ISGS-5866,840,70,CHARCOAL,NA,-26.3,RADIOMETRIC,-91.07506794,38.41117895,1,NA,23FR523,NA,USA,Missouri,North America,UWyo2021,NA,intcal20,162717,931253.628822281
49173,ISGS-587,710,80,CHARCOAL,Charred Wood,-25,RADIOMETRIC,-89.92837404,38.47043082,1,NA,11S63,Julien,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 89,intcal20,162717,914628.037488598
49175,ISGS-588,2800,80,CHARCOAL,Charred Wood Carya sp.,-25,RADIOMETRIC,-89.92837404,38.47043082,1,NA,11S46,Missouri Pacific #2,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 89-90; McElrath and Fortier 1983; Faunmap 2739;McElrath et al. 2009,intcal20,162717,914628.037488598
49177,ISGS-589,630,80,CHARCOAL,Charred Wood,-25,RADIOMETRIC,-89.92837404,38.47043082,1,NA,11S63,Julien,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 89,intcal20,162717,914628.037488598
49179,ISGS-591,680,80,CHARCOAL,NA,-25,RADIOMETRIC,-88.61925817,39.64149201,1,NA,11MT89,Southend,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 84,intcal20,153948,929787.505570573
49180,ISGS-592,710,80,CHARCOAL,NA,-25,RADIOMETRIC,-88.61925817,39.64149201,1,NA,11MT53,Doctor's Island,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 84; Moffat 1991,intcal20,153948,929787.505570573
49181,ISGS-5932,1870,70,CHARCOAL,NA,NA,NA,-90.20150874,39.71565802,1,NA,11MG179,Spoontoe,USA,Illinois,North America,UWyo2021,Simon 2014-Reevaluating the Introduction of Maize into the American Bottom,intcal20,153948,1057876.68459757
49182,ISGS-5937,1750,70,CHARCOAL,NA,NA,NA,-90.20150874,39.71565802,1,NA,11MG179,Spoontoe,USA,Illinois,North America,UWyo2021,Simon 2014-Reevaluating the Introduction of Maize into the American Bottom,intcal20,153948,1057876.68459757
49183,ISGS-5938,1910,70,CHARCOAL,NA,NA,NA,-90.20150874,39.71565802,1,NA,11MG179,Spoontoe,USA,Illinois,North America,UWyo2021,Simon 2014-Reevaluating the Introduction of Maize into the American Bottom,intcal20,153948,1057876.68459757
49184,ISGS-595,790,80,CHARCOAL,NA,-25,RADIOMETRIC,-89.92837404,38.47043082,1,NA,11S47,Range,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 85-88,intcal20,162717,914628.037488598
49185,ISGS-596,860,130,CHARCOAL,NA,-25,RADIOMETRIC,-89.92837404,38.47043082,1,NA,11S47,Range,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 85-88,intcal20,162717,914628.037488598
49187,ISGS-599,2540,80,CHARCOAL,Charred Wood Quercus sp.,-25,RADIOMETRIC,-89.92837404,38.47043082,1,NA,11S46,Missouri Pacific #2,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 89-90; McElrath and Fortier 1983; Faunmap 2739;McElrath et al. 2009,intcal20,162717,914628.037488598
49188,ISGS-5991,2230,70,CHARCOAL,NA,NA,RADIOMETRIC,-94.84300805,38.21233155,1,NA,14LN344,NA,USA,Kansas,North America,UWyo2021,Keehner and Adair 2018 Modeling Kansas City Hopewell…,intcal20,165275,962897.547635312
49189,ISGS-5992,2210,70,CHARCOAL,NA,NA,RADIOMETRIC,-94.84300805,38.21233155,1,NA,14LN344,NA,USA,Kansas,North America,UWyo2021,Keehner and Adair 2018 Modeling Kansas City Hopewell…,intcal20,165275,962897.547635312
49190,ISGS-600,1860,80,CHARCOAL,wood and nutshell,-25,RADIOMETRIC,-90.17723763,38.27881577,1,NA,11MO200,Truck #7,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 90; Faunmap 2727,intcal20,162717,896803.704091355
49192,ISGS-601,2860,80,CHARCOAL,Charred Wood Ulmaceae,-25,RADIOMETRIC,-89.92837404,38.47043082,1,NA,11S46,Missouri Pacific #2,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 89-90; McElrath and Fortier 1983; Faunmap 2739;McElrath et al. 2009,intcal20,162717,914628.037488598
49194,ISGS-603,1700,80,CHARCOAL,wood and nutshell,-25,RADIOMETRIC,-90.17723763,38.27881577,1,NA,11MO594,Carbon Dioxide,USA,Illinois,North America,UWyo2021,Bareis and Porter 1984; Liu et al. 1986: 90; McElrath and Fortier 2000; Faunmap 2820,intcal20,162717,896803.704091355
49203,ISGS-605,2760,80,CHARCOAL,Charred Wood Ulmaceae,-25,RADIOMETRIC,-89.92837404,38.47043082,1,NA,11S46,Missouri Pacific #2,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 89-90; McElrath and Fortier 1983; Faunmap 2739;McElrath et al. 2009,intcal20,162717,914628.037488598
49204,ISGS-6057,4070,70,CHARCOAL,oak timber,-26.1,RADIOMETRIC,-91.16482133,40.40367312,1,NA,11HA938,White Bend,USA,Illinois,North America,UWyo2021,Fishel and Nolan 2010 White Bend Site,intcal20,153928,1142676.49190929
49205,ISGS-6058,4150,70,CHARCOAL,hickory timber,-27.6,RADIOMETRIC,-91.16482133,40.40367312,1,NA,11HA938,White Bend,USA,Illinois,North America,UWyo2021,Fishel and Nolan 2010 White Bend Site,intcal20,153928,1142676.49190929
49206,ISGS-606,560,120,CHARCOAL,NA,-25,RADIOMETRIC,-88.80566849,39.39121763,1,NA,11SY62,Parking Lot,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 85;Moffat 1991,intcal20,153948,942515.795454396
49207,ISGS-6067,3980,70,CHARCOAL,red oak timber,-26.4,RADIOMETRIC,-91.16482133,40.40367312,1,NA,11HA938,White Bend,USA,Illinois,North America,UWyo2021,Fishel and Nolan 2010 White Bend Site,intcal20,153928,1142676.49190929
49208,ISGS-6069,4090,70,CHARCOAL,red oak timber,-26.3,RADIOMETRIC,-91.16482133,40.40367312,1,NA,11HA938,White Bend,USA,Illinois,North America,UWyo2021,Fishel and Nolan 2010 White Bend Site,intcal20,153928,1142676.49190929
49229,ISGS-616,2400,80,CHARCOAL,Charred Wood,-24.6,RADIOMETRIC,-89.92837404,38.47043082,1,NA,11S458,Florence Street,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 91; Faunmap 2728,intcal20,162717,914628.037488598
49231,ISGS-619,1160,80,CHARCOAL,NA,-25,RADIOMETRIC,-89.92837404,38.47043082,1,NA,11S47,Range,USA,Illinois,North America,UWyo2021,Fortier and Jackson 2000; Liu et al. 1986: 85-88,intcal20,162717,914628.037488598
49232,ISGS-620,990,80,CHARCOAL,NA,-25,RADIOMETRIC,-89.92837404,38.47043082,1,NA,11S47,Range,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 85-88,intcal20,162717,914628.037488598
49233,ISGS-623,880,90,CHARCOAL,NA,-25,RADIOMETRIC,-89.92837404,38.47043082,1,NA,11S47,Range,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 85-88,intcal20,162717,914628.037488598
49243,ISGS-626,1110,90,CHARCOAL,NA,-25,RADIOMETRIC,-89.92837404,38.47043082,1,NA,11S47,Range,USA,Illinois,North America,UWyo2021,Fortier and Jackson 2000; Liu et al. 1986: 85-88,intcal20,162717,914628.037488598
49244,ISGS-627,880,90,CHARCOAL,NA,-25,RADIOMETRIC,-89.92837404,38.47043082,1,NA,11S47,Range,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 85-88,intcal20,162717,914628.037488598
49245,ISGS-628,4020,100,CHARCOAL,wood and nutshell,-25,RADIOMETRIC,-90.17723763,38.27881577,1,NA,11MO552N,Go-Kart North,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 91; Faunmap 2716; Fortier 1984; McElrath et al. 2009,intcal20,162717,896803.704091355
49247,ISGS-629,4060,100,CHARCOAL,wood and nutshell,-25,RADIOMETRIC,-90.17723763,38.27881577,1,NA,11MO552N,Go-Kart North,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 91; Faunmap 2716; Fortier 1984; McElrath et al. 2009,intcal20,162717,896803.704091355
49248,ISGS-630,4110,100,CHARCOAL,wood and nutshell,-25,RADIOMETRIC,-90.17723763,38.27881577,1,NA,11MO552N,Go-Kart North,USA,Illinois,North America,UWyo2021,Liu et al. 1986: 91; Faunmap 2716; Fortier 1984; McElrath et al. 2009,intcal20,162717,896803.704091355
